Restaurant_Name,Cusines,Ratings,Location,Delivery_review_no,Restaurant_link,Price_for_one
Suprabhatha Coffee Kendra,Snacks,4.3,vijayanagar,5000,https://www.swiggy.com/restaurants/suprabhatha-coffee-kendra-nk-road-basavanagudi-bangalore-575483,50
Sri Ganesh Sweets,Beverages,4.5,vijayanagar,5000,https://www.swiggy.com/restaurants/sri-ganesh-sweets-chamrajpet-basavanagudi-bangalore-404433,100
SLV Delite,North Indian,3.9,basavanagudi,5000,https://www.swiggy.com/restaurants/slv-delite-gandhi-nagar-malleshwaram-bangalore-39064,175
Amrita Foods,South Indian,4,basavanagudi,5000,https://www.swiggy.com/restaurants/amrita-foods-gandhi-nagar-majestic-bangalore-440768,125
Chole Maharaj,North Indian,4,malleswaram,5000,https://www.swiggy.com/restaurants/chole-maharaj-prakash-nagar-rajajinagar-bangalore-724910,149.5
Hotel Virat Siri Darshini,Chinese,4.5,majestic,5000,https://www.swiggy.com/restaurants/hotel-virat-siri-darshini-1st-block-rajajinagar-bangalore-446418,90
Udupi Malini Grand,Beverages,4,rajajinagar,5000,https://www.swiggy.com/restaurants/udupi-malini-grand-shivaji-nagar-central-bangalore-bangalore-739167,149.5
O2 Shakes & Smoothies,Beverages,4,rajajinagar,5000,https://www.swiggy.com/restaurants/o2-shakes-and-smoothies-vivekananda-colony-kumaraswamy-layout-bangalore-501381,75
SAHUKAR CHAI,Beverages,4,central bangalore,5000,https://www.swiggy.com/restaurants/sahukar-chai-tavarekere-main-rd-btm-bangalore-739142,100
Krishi Herbals - Moolemane Foods,Desserts,3.9,kumaraswamy layout,5000,https://www.swiggy.com/restaurants/krishi-herbals-moolemane-foods-cr-layout-jp-nagar-bangalore-69783,100
Maruthi Restaurant,Indian,3.9,btm,5000,https://www.swiggy.com/restaurants/maruthi-restaurant-4th-phase-rajajinagar-bangalore-379573,75
Gr Iyengar Fast Food,South Indian,4.1,j.p nagar,5000,https://www.swiggy.com/restaurants/gr-iyengar-fast-food-sampige-road-malleshwaram-bangalore-395525,50
Iyengar's Cake World & Sweets,Snacks,3.9,rajajinagar,5000,https://www.swiggy.com/restaurants/iyengars-cake-world-and-sweets-3rd-stage-banashankari-bangalore-580625,50
Mohan's Kitchen,Biryani,4,malleswaram,5000,https://www.swiggy.com/restaurants/mohans-kitchen-kamakya-main-rd-banashankari-bangalore-713434,75
SHREE ANNAPOORNA CANTEEN,South Indian,4,banashankari,5000,https://www.swiggy.com/restaurants/shree-annapoorna-canteen-kamakya-main-rd-banashankari-bangalore-733112,75
Davanagere Benne Dose Now In Blr,South Indian,4,banashankari,5000,https://www.swiggy.com/restaurants/davanagere-benne-dose-now-in-blr-shivanagar-rajajinagar-bangalore-719297,75
Anand Donne Biriyani,South Indian,4,banashankari,5000,https://www.swiggy.com/restaurants/anand-donne-biriyani-8th-block-jayanagar-bangalore-62759,150
Hotel Devaregathi,South Indian,4.1,rajajinagar,5000,https://www.swiggy.com/restaurants/hotel-devaregathi-3rd-stage-banashankari-bangalore-342410,50
Fresh Fruit & Milk Shake,Beverages,4.8,j.p nagar,5000,https://www.swiggy.com/restaurants/fresh-fruit-and-milk-shake-taqwa-masjid-rd-kumaraswamy-layout-and-uttarahalli-bangalore-684932,104.5
Swadisht Parathaz,Snacks,4,banashankari,5000,https://www.swiggy.com/restaurants/swadisht-parathaz-moodalapalya-nagarbhavi-bangalore-610677,50
Sandhya Veg,South Indian,3.6,kumaraswamy layout & uttarahalli,5000,https://www.swiggy.com/restaurants/sandhya-veg-castle-street-ashok-nagar-bangalore-95372,75
R R Fruit Juice Center,Beverages,3.9,nagarbhavi,5000,https://www.swiggy.com/restaurants/r-r-fruit-juice-center-sampige-road-malleshwaram-bangalore-512114,100
Udupi Vaibhava Hotel,Chinese,3.7,ashok nagar,5000,https://www.swiggy.com/restaurants/udupi-vaibhava-hotel-basaveshwaranagar-rajajinagar-bangalore-502791,125
Bala Pankaj Restaurant,South Indian,4,malleswaram,5000,https://www.swiggy.com/restaurants/bala-pankaj-restaurant-s-g-palya-tavarekere-bangalore-635096,125
Coastal Cafe,Fast Food,4,rajajinagar,5000,https://www.swiggy.com/restaurants/coastal-cafe-3rd-stage-basaveshwara-nagar-bangalore-562405,125
Mathura Cafe,Beverages,3.9,tavarekere,5000,https://www.swiggy.com/restaurants/mathura-cafe-vijayanagar-basaveshwaranagar-bangalore-709681,125
Veettile Ruchi,Kerala,3.5,basaveshwaranagar,5000,https://www.swiggy.com/restaurants/veettile-ruchi-maruti-nagar-btm-layout-bangalore-490801,150
Shree Ganesh Fruit Juice,Snacks,4.1,basaveshwaranagar,5000,https://www.swiggy.com/restaurants/shree-ganesh-fruit-juice-2nd-block-rajajinagar-bangalore-394546,75
Sree Ganesha Fruit Juice Centre,Juices,4,btm layout,5000,https://www.swiggy.com/restaurants/sree-ganesha-fruit-juice-centre-coles-road-frazer-town-bangalore-456209,150
What s On The Menu,Beverages,4,rajajinagar,5000,https://www.swiggy.com/restaurants/what-s-on-the-menu-1st-stage-btm-layout-bangalore-688739,124.5
Shree Saraswathi Sweets Centre,Sweets,3.7,frazer town,5000,https://www.swiggy.com/restaurants/shree-saraswathi-sweets-centre-1st-block-koramangala-bangalore-413500,100
Sunny's Chicken Wingss!,Fast Food,3.6,btm layout,5000,https://www.swiggy.com/restaurants/sunnys-chicken-wingss-2nd-stage-btm-layout-bangalore-570388,200
Tasty Delight Kitchen,Kebabs,3.3,koramangala,5000,https://www.swiggy.com/restaurants/tasty-delight-kitchen-1st-stage-btm-layout-bangalore-659335,125
Heaven in a Jar,Desserts,4.1,btm layout,5000,https://www.swiggy.com/restaurants/heaven-in-a-jar-1st-block-koramangala-bangalore-239797,150
Bon Viveur Cakes & Cafe,Desserts,4,btm layout,5000,https://www.swiggy.com/restaurants/bon-viveur-cakes-and-cafe-2nd-stage-btm-layout-bangalore-385814,100
Checkpost,South Indian,4.3,koramangala,5000,https://www.swiggy.com/restaurants/checkpost-3rd-phase-jp-nagar-bangalore-69717,250
Khaadya,Chinese,4,btm layout,5000,https://www.swiggy.com/restaurants/khaadya-uttarahalli-hobli-kumaraswamy-layout-and-uttarahalli-bangalore-742369,50
Fresh Juice Corner,Beverages,4,j.p nagar,5000,https://www.swiggy.com/restaurants/fresh-juice-corner-bilekahalli-btm-layout-bangalore-657541,150
The Brownie Co.,Desserts,4,kumaraswamy layout & uttarahalli,5000,https://www.swiggy.com/restaurants/the-brownie-co-1st-block-koramangala-bangalore-239798,150
Udta Punjab Kitchen,Chinese,3.2,btm layout,10000,https://www.swiggy.com/restaurants/udta-punjab-kitchen-1st-stage-btm-layout-bangalore-224634,75
Taste Of Bihar,Indian,3.5,koramangala,10000,https://www.swiggy.com/restaurants/taste-of-bihar-2nd-stage-btm-layout-bangalore-281220,150
The Burger Lab,Snacks,4,btm layout,10000,https://www.swiggy.com/restaurants/the-burger-lab-1st-main-road-koramangala-bangalore-730865,87.5
The Food Cart,Biryani,2.8,btm layout,10000,https://www.swiggy.com/restaurants/the-food-cart-1st-stage-btm-layout-bangalore-489477,150
Atithi Food Point,Chinese,3.9,koramangala,10000,https://www.swiggy.com/restaurants/atithi-food-point-kengunte-nagarbhavi-bangalore-395118,150
Nammura Nati Style Family,Biryani,4,btm layout,10000,https://www.swiggy.com/restaurants/nammura-nati-style-family-1st-main-road-koramangala-bangalore-739639,150
EatBae,Biryani,3.8,nagarbhavi,10000,https://www.swiggy.com/restaurants/eatbae-4th-block-koramangala-bangalore-318592,150
Shree Krishna Fresh Juice Junction,Juices,4.3,koramangala,10000,https://www.swiggy.com/restaurants/shree-krishna-fresh-juice-junction-8th-block-koramangala-bangalore-481755,50
Maggie World,Fast Food,3.8,koramangala,10000,https://www.swiggy.com/restaurants/maggie-world-prakash-nagar-basaveshwaranagar-bangalore-720688,250
Pooja Veg,Chinese,4,koramangala,10000,https://www.swiggy.com/restaurants/pooja-veg-shivajinagar-central-bangalore-bangalore-721538,100
Sri Vishnu Upahar,Chinese,4.4,basaveshwaranagar,10000,https://www.swiggy.com/restaurants/sri-vishnu-upahar-jayamahal-extension-frazer-town-bangalore-501614,200
Raw food & juice junction,Indian,3.7,central bangalore,10000,https://www.swiggy.com/restaurants/raw-food-and-juice-junction-2nd-stage-btm-layout-bangalore-289641,150
Rajasthani Tadka Wala,North Indian,3.5,frazer town,10000,https://www.swiggy.com/restaurants/rajasthani-tadka-wala-1st-stage-btm-layout-bangalore-381550,75
Annapurna North Indian & Chinese Restaurant,Chinese,3.2,btm layout,10000,https://www.swiggy.com/restaurants/annapurna-north-indian-and-chinese-restaurant-railway-parallel-road-yeshwantpur-bangalore-379265,100
Mayura Cafe & Food Court,South Indian,4,btm layout,10000,https://www.swiggy.com/restaurants/mayura-cafe-and-food-court-nagharbhavi-2nd-stage-basaveshwaranagar-bangalore-731354,100
Ghar Wala Khana,Indian,3.6,yeshwanthpur,10000,https://www.swiggy.com/restaurants/ghar-wala-khana-1st-stage-btm-layout-bangalore-381565,75
Sardar Ji Di Rasoi,Snacks,3.1,basaveshwaranagar,10000,https://www.swiggy.com/restaurants/sardar-ji-di-rasoi-1st-stage-btm-layout-bangalore-495463,175
My Sandwich Box,Mexican,4,btm layout,10000,https://www.swiggy.com/restaurants/my-sandwich-box-2nd-stage-btm-layout-bangalore-461200,150
Vismai Veg,South Indian,4,btm layout,10000,https://www.swiggy.com/restaurants/vismai-veg-1stu-cross-basaveshwaranagar-bangalore-727345,100
Andra Food Court,Indian,4,btm layout,10000,https://www.swiggy.com/restaurants/andra-food-court-abbaappa-layout-2nd-stage-btm-layout-bangalore-600144,125
Burger and pizza,Fast Food,4.9,basaveshwaranagar,10000,https://www.swiggy.com/restaurants/burger-and-pizza-garvebhavi-palya-btm-layout-bangalore-440719,80
The Lotus Bistro,Italian,4,"2nd stage, btm layout",10000,https://www.swiggy.com/restaurants/the-lotus-bistro-15th-cross-road-jp-nagar-bangalore-666799,200
Earthen Delights,Kerala,4.1,btm layout,10000,https://www.swiggy.com/restaurants/earthen-delights-cambridge-layout-ulsoor-bangalore-204319,120
Holige Mane Kuruku Thindi,Snacks,4,j.p nagar,10000,https://www.swiggy.com/restaurants/holige-mane-kuruku-thindi-kuvempu-nagar-btm-bangalore-698799,0.5
Meals And Grills,North Indian,3.9,ulsoor,10000,https://www.swiggy.com/restaurants/meals-and-grills-1st-stage-kumaraswamy-layout-bangalore-457725,100
BS Home Food,South Indian,4,btm,10000,https://www.swiggy.com/restaurants/bs-home-food-3rd-stage-banashankari-bangalore-545542,100
The Daily Dose Cafe N Chats,Beverages,4,kumaraswamy layout,10000,https://www.swiggy.com/restaurants/the-daily-dose-cafe-n-chats-mathikere-yeshwanthpur-bangalore-667110,150
Prabhacha chai and snacks,Snacks,4.1,banashankari,10000,https://www.swiggy.com/restaurants/prabhacha-chai-and-snacks-layout-btm-bangalore-702561,25
Burger Studio,Burgers,4,yeshwanthpur,10000,https://www.swiggy.com/restaurants/burger-studio-7th-main-road-btm-bangalore-723468,150
Brahmins Puliyogare Mane,South Indian,4,btm,10000,https://www.swiggy.com/restaurants/brahmins-puliyogare-mane-kenchena-halli-rd-rajarajeshwari-nagar-bangalore-740899,70
Kuttanadu,South Indian,3.3,btm,10000,https://www.swiggy.com/restaurants/kuttanadu-sundar-ram-shetty-nagar-bilekahalli-bangalore-60652,125
Prakash Grand,South Indian,4,rajarajeshwari nagar,10000,https://www.swiggy.com/restaurants/prakash-grand-mico-layout-arekere-bangalore-567818,100
Tipsy Lassi Shop,Ice Cream,3.9,bilekahalli,10000,https://www.swiggy.com/restaurants/tipsy-lassi-shop-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-320676,125
Yummy Parathas Only,Bengali,3.6,arekere,10000,https://www.swiggy.com/restaurants/yummy-parathas-only-gokula-1st-stage-yeshwantpur-bangalore-491592,2.5
Rk Chinese Hut,Chinese,2.7,central bangalore,10000,https://www.swiggy.com/restaurants/rk-chinese-hut-2nd-stage-btm-layout-bangalore-247113,200
Indian Om King Momos,Snacks,4,yeshwanthpur,10000,https://www.swiggy.com/restaurants/indian-om-king-momos-vasantapura-main-road-kumaraswamy-layout-and-uttarahalli-bangalore-733749,100
TFC Kitchen,Snacks,4,btm layout,10000,https://www.swiggy.com/restaurants/tfc-kitchen-4th-block-koramangala-bangalore-616794,100
Pizzeria Club,Continental,4,kumaraswamy layout & uttarahalli,10000,https://www.swiggy.com/restaurants/pizzeria-club-jc-nagar-basaveshwaranagar-bangalore-664412,150
Vinay Upahar,Snacks,4.3,koramangala,10000,https://www.swiggy.com/restaurants/vinay-upahar-d-k-street-mg-road-bangalore-550833,100
Stop Drop & Rolls,Continental,3.9,basaveshwaranagar,10000,https://www.swiggy.com/restaurants/stop-drop-and-rolls-lakshmamma-layout-halasuru-bangalore-624364,125
Saanvi Sagar Fast Food,South Indian,4,mg road,10000,https://www.swiggy.com/restaurants/saanvi-sagar-fast-food-j-p-nagar-jp-nagar-bangalore-657297,150
Shivanna Military Hotel,North Indian,4,halasuru,10000,https://www.swiggy.com/restaurants/shivanna-military-hotel-khb-colony-basaveshwara-nagar-bangalore-546741,150
Iceberg Sandwich,Beverages,3.5,j.p nagar,10000,https://www.swiggy.com/restaurants/iceberg-sandwich-n-s-palya-btm-layout-bangalore-478711,125
KO Fried Chicken,Grill,3.3,basaveshwaranagar,10000,https://www.swiggy.com/restaurants/ko-fried-chicken-1st-stage-btm-layout-bangalore-678138,150
Andra Meals with RayalaSeema Style,Biryani,3.7,btm layout,10000,https://www.swiggy.com/restaurants/andra-meals-with-rayalaseema-style-teachers-colony-hsr-bangalore-719079,220
World Of Chinese,Indian,3.9,btm layout,10000,https://www.swiggy.com/restaurants/world-of-chinese-1st-stage-indiranagar-bangalore-602557,150
Dream a Dozen,Desserts,3.9,hsr,10000,https://www.swiggy.com/restaurants/dream-a-dozen-7th-phase-j-p-nagar-bangalore-107484,100
Sanvitha Benne Dose Corner,South Indian,4.4,indiranagar,10000,https://www.swiggy.com/restaurants/sanvitha-benne-dose-corner-sampige-road-malleshwaram-bangalore-445350,50
Kavin Bhavan,Snacks,4,j.p nagar,10000,https://www.swiggy.com/restaurants/kavin-bhavan-madiwala-btm-layout-bangalore-344758,99.5
Hotel Nalabeema,Snacks,2.8,malleswaram,10000,https://www.swiggy.com/restaurants/hotel-nalabeema-lakshmi-layout-arekere-bangalore-716402,100
UPADHYA'S,South Indian,4,btm layout,10000,https://www.swiggy.com/restaurants/upadhyas-hanumantha-nagar-banashankari-bangalore-735630,125
Dadi Di Rasoi,North Indian,4,arekere,10000,https://www.swiggy.com/restaurants/dadi-di-rasoi-lakshmi-road-jayanagar-bangalore-231777,100
U1 Home Kitchen,Fast Food,4,banashankari,10000,https://www.swiggy.com/restaurants/u1-home-kitchen-ganesh-temple-road-vijayanagar-bangalore-745540,60
SAMSKRUTI - Fine Dining Restaurant,Chinese,3.5,j.p nagar,10000,https://www.swiggy.com/restaurants/samskruti-fine-dining-restaurant-2nd-block-jayanagar-bangalore-134416,300
Isobel caffeine bar,Fast Food,4,vijayanagar,10000,https://www.swiggy.com/restaurants/isobel-caffeine-bar-jayanagar-bangalore-724776,300
M/S Caramel Bakery,Bakery,4,j.p nagar,10000,https://www.swiggy.com/restaurants/m-s-caramel-bakery-mission-road-basavanagudi-bangalore-680963,250
Lakshmi Saraswathi Sweets,Beverages,3.5,j.p nagar,10000,https://www.swiggy.com/restaurants/lakshmi-saraswathi-sweets-lakkasandra-extension-wilson-garden-bangalore-410192,125
Paddu Point,South Indian,3.6,basavanagudi,10000,https://www.swiggy.com/restaurants/paddu-point-rk-puram-majestic-bangalore-446703,60
Atlas World Cafe,South Indian,4,wilson garden,10000,https://www.swiggy.com/restaurants/atlas-world-cafe-race-course-road-malleshwaram-bangalore-269808,300
South Ruchis Square @ Janatha,Salads,4,majestic,10000,https://www.swiggy.com/restaurants/south-ruchis-square-janatha-gandhi-nagar-basavanagudi-bangalore-654153,174.5
Sanidhya Veg,Chinese,3.8,malleswaram,10000,https://www.swiggy.com/restaurants/sanidhya-veg-h-siddaiah-road-shanti-nagar-bangalore-395489,500
Chai Party,Snacks,4,basavanagudi,10000,https://www.swiggy.com/restaurants/chai-party-south-end-circle-basavanagudi-bangalore-727566,75
Favourite Time Cafe,Beverages,4,shanti nagar,10000,https://www.swiggy.com/restaurants/favourite-time-cafe-ksr-bengaluru-second-entrance-majestic-bangalore-397210,15
Khichdi Kahani,North Indian,3.3,basavanagudi,10000,https://www.swiggy.com/restaurants/khichdi-kahani-1st-block-jayanagar-bangalore-632210,100
Steaming Mugs,Chinese,4,majestic,10000,https://www.swiggy.com/restaurants/steaming-mugs-1st-phase-jp-nagar-bangalore-628957,150
Aaha Andhra,South Indian,4,j.p nagar,10000,https://www.swiggy.com/restaurants/aaha-andhra-jayanagar-basavanagudi-bangalore-714983,125
Thali 99,North Indian,3.8,j.p nagar,10000,https://www.swiggy.com/restaurants/thali-99-nanjappa-layout-adugodi-bangalore-184626,100
Bowl 99,North Indian,3.2,basavanagudi,10000,https://www.swiggy.com/restaurants/bowl-99-maruti-nagar-nagarbhavi-bangalore-504236,125
Shake It Off,Desserts,4.1,adugodi,10000,https://www.swiggy.com/restaurants/shake-it-off-4th-t-block-jayanagar-bangalore-14968,100
Deli2Go,Snacks,4.2,nagarbhavi,10000,https://www.swiggy.com/restaurants/deli2go-millars-road-vasanth-nagar-bangalore-337566,150
Bekwizz,Desserts,4,j.p nagar,10000,https://www.swiggy.com/restaurants/bekwizz-kempegowda-nagar-basavanagudi-bangalore-659190,125
Michael's Icecream Burger,Desserts,4.2,vasanth nagar,10000,https://www.swiggy.com/restaurants/michaels-icecream-burger-widia-layout-vijayanagar-bangalore-412640,100
The Food Club,Thalis,3.2,basavanagudi,10000,https://www.swiggy.com/restaurants/the-food-club-hal-2dd-stage-indiranagar-bangalore-591215,5
Ambur Biriyani House,Biryani,2.9,vijayanagar,10000,https://www.swiggy.com/restaurants/ambur-biriyani-house-1st-stage-btm-layout-bangalore-414745,125
Biryani Khazana,Biryani,3.8,indiranagar,10000,https://www.swiggy.com/restaurants/biryani-khazana-1st-stage-indiranagar-bangalore-115730,125
Millet Central by EatFit,Pizzas,4,btm layout,10000,https://www.swiggy.com/restaurants/millet-central-by-eatfit-5th-block-koramangala-bangalore-690071,135
TASTY FOODS,Healthy Food,4,indiranagar,10000,https://www.swiggy.com/restaurants/tasty-foods-madeswara-nagar-btm-bangalore-731824,125
Kudo,North Indian,3.8,koramangala,10000,https://www.swiggy.com/restaurants/kudo-chocolate-factory-road-btm-bangalore-673420,300
The Sandwich Box,Beverages,4,btm,10000,https://www.swiggy.com/restaurants/the-sandwich-box-7th-main-road-btm-bangalore-723466,125
Bombay Burgers,Snacks,4,btm,10000,https://www.swiggy.com/restaurants/bombay-burgers-shanthinagara-indiranagar-bangalore-702130,400
Ambur Dum Biryani,Biryani,2.3,btm,10000,https://www.swiggy.com/restaurants/ambur-dum-biryani-vodafone-idea-store-kumaraswamy-layout-and-uttarahalli-bangalore-659073,100
"Lazy Panda- Chinese, Momos and More",Chinese,3.8,indiranagar,10000,https://www.swiggy.com/restaurants/lazy-panda-chinese-momos-and-more-munnekolala-village-koramangala-bangalore-672013,200
Punjabi pure veg Restaurant since1994,Jain,3.6,kumaraswamy layout & uttarahalli,10000,https://www.swiggy.com/restaurants/punjabi-pure-veg-restaurant-since1994-chickpet-majestic-bangalore-39412,125
Kitchen Express,Bengali,4,koramangala,10000,https://www.swiggy.com/restaurants/kitchen-express-shantinagar-bangalore-298854,150
Deccan Biryani Limited,Biryani,4,majestic,10000,https://www.swiggy.com/restaurants/deccan-biryani-limited-lakkasandra-basavanagudi-bangalore-714985,125
RJ 19 Cafe,North Indian,2.4,shanti nagar,10000,https://www.swiggy.com/restaurants/rj-19-cafe-lakshmi-road-jayanagar-bangalore-231770,100
Salasar Balaji Restaurant,North Indian,3.3,basavanagudi,10000,https://www.swiggy.com/restaurants/salasar-balaji-restaurant-lakshmi-road-shanti-nagar-bangalore-231795,100
Hotel 27Th Cross,Beverages,4,j.p nagar,10000,https://www.swiggy.com/restaurants/hotel-27th-cross-7th-block-jayanagar-bangalore-439241,75
Bihar Babu,North Indian,4,shanti nagar,10000,https://www.swiggy.com/restaurants/bihar-babu-shanthi-nagar-basavanagudi-bangalore-405435,100
Udupi Upachara,Indian,4,j.p nagar,10000,https://www.swiggy.com/restaurants/udupi-upachara-binnipete-basaveshwar-nagar-bangalore-544999,100
Advis Food,Indian,4.1,basavanagudi,10000,https://www.swiggy.com/restaurants/advis-food-srinagar-banashankari-bangalore-419178,100
Shree Sagar Veg Fast Food,Beverages,4,basaveshwaranagar,10000,https://www.swiggy.com/restaurants/shree-sagar-veg-fast-food-gandhi-nagar-majestic-bangalore-497496,125
Gowdas Biryani Corner Nati Style,North Indian,4,banashankari,10000,https://www.swiggy.com/restaurants/gowdas-biryani-corner-nati-style-hosahalli-vijaynagar-bangalore-659362,200
Gulbarga Refreshments,North Indian,3.6,majestic,10000,https://www.swiggy.com/restaurants/gulbarga-refreshments-2nd-block-rajajinagar-bangalore-439671,100
Anika Tiffin,Indian,3.3,vijayanagar,10000,https://www.swiggy.com/restaurants/anika-tiffin-prakash-nagar-rajajinagar-bangalore-424688,150
Popz Kitchen,Desserts,4.9,rajajinagar,10000,https://www.swiggy.com/restaurants/popz-kitchen-st-marks-road-ashok-nagar-bangalore-594196,100
A N Foods,Chinese,4,rajajinagar,10000,https://www.swiggy.com/restaurants/a-n-foods-prakash-nagar-basaveshwaranagar-bangalore-720486,250
Rajajinagar Biryani Hub,Chinese,4,ashok nagar,10000,https://www.swiggy.com/restaurants/rajajinagar-biryani-hub-rajajinagar-basaveshwaranagar-bangalore-724075,150
Rolls N Snacks,Street Food,3.7,basaveshwaranagar,10000,https://www.swiggy.com/restaurants/rolls-n-snacks-krishnadevaraya-road-vijay-nagar-bangalore-214782,100
Lakshmi Sagar Delux Veg,Chinese,4.2,basaveshwaranagar,10000,https://www.swiggy.com/restaurants/lakshmi-sagar-delux-veg-2nd-stage-banashankari-bangalore-449700,125
Lifetree,Indian,4.5,vijayanagar,2,https://www.swiggy.com/restaurants/lifetree-richmond-town-bangalore-195786,175
Namma Bengaluru cafe,South Indian,4,banashankari,2,https://www.swiggy.com/restaurants/namma-bengaluru-cafe-kavi-lakshmisha-road-basavanagudi-bangalore-473517,100
Janatha Veg,Indian,4,richmond town,2,https://www.swiggy.com/restaurants/janatha-veg-bull-temple-road-basavanagudi-bangalore-666480,100
Hotel Chandraprakash Pure Veg,Chinese,4,basavanagudi,2,https://www.swiggy.com/restaurants/hotel-chandraprakash-pure-veg-vanivilas-road-majestic-bangalore-614373,100
Udupi Sagar,South Indian,4,basavanagudi,2,https://www.swiggy.com/restaurants/udupi-sagar-jc-road-city-market-bangalore-505688,125
SHETTY'S THINDI,South Indian,4,majestic,2,https://www.swiggy.com/restaurants/shettys-thindi-hanumanthnagar-basavanagudi-bangalore-735640,125
Roti Curry & Co,North Indian,3.7,city market,2,https://www.swiggy.com/restaurants/roti-curry-and-co-nanjappa-layout-adugodi-bangalore-276140,100
Fusion Kitchen,North Indian,3,basavanagudi,2,https://www.swiggy.com/restaurants/fusion-kitchen-4th-t-block-jayanagar-bangalore-442364,200
Popstar Pizza,Snacks,4,adugodi,2,https://www.swiggy.com/restaurants/popstar-pizza-1st-stage-btm-layout-bangalore-690616,150
Badmaash,Biryani,3.9,j.p nagar,2,https://www.swiggy.com/restaurants/badmaash-vittal-mallya-road-bangalore-355181,300
Between Breads,Indian,4,btm layout,2,https://www.swiggy.com/restaurants/between-breads-2nd-stage-btm-layout-bangalore-622875,125
Biriyani House,Biryani,3,vittal mallya road,2,https://www.swiggy.com/restaurants/biriyani-house-2nd-stage-btm-layout-bangalore-281221,175
Ghar Ki Roti,Rajasthani,3.5,btm layout,2,https://www.swiggy.com/restaurants/ghar-ki-roti-1st-stage-btm-layout-bangalore-635716,100
Kachori Chowk,North Indian,4,btm layout,2,https://www.swiggy.com/restaurants/kachori-chowk-siddhaiahpuranik-road-basaveshwara-nagar-bangalore-436702,200
Voosh Dakshin,Beverages,5,btm layout,2,https://www.swiggy.com/restaurants/voosh-dakshin-muniswara-nagar-basaveshwaranagar-bangalore-405143,64.5
Pizza Party,Pizzas,3.7,basaveshwaranagar,2,https://www.swiggy.com/restaurants/pizza-party-2nd-stage-indiranagar-bangalore-583172,75
Adiga's Sweets & Snacks,Sweets,4,basaveshwaranagar,2,https://www.swiggy.com/restaurants/adigas-sweets-and-snacks-1st-stage-indiranagar-bangalore-213688,100
Senorita Margherita,Fast Food,4,indiranagar,2,https://www.swiggy.com/restaurants/senorita-margherita-1st-stage-btm-layout-bangalore-687176,150
Snacks Express,Indian,4.6,indiranagar,2,https://www.swiggy.com/restaurants/snacks-express-btm-layout-bangalore-281055,100
Maggi N Maggi House,Beverages,3.8,btm layout,2,https://www.swiggy.com/restaurants/maggi-n-maggi-house-ranka-colony-bilekahalli-bangalore-95907,125
Dal-icious,South Indian,3.9,btm layout,2,https://www.swiggy.com/restaurants/dal-icious-2nd-stage-kumaraswamy-layout-bangalore-64069,150
Sri Krishna bhavana,North Indian,4,bilekahalli,2,https://www.swiggy.com/restaurants/sri-krishna-bhavana-jayanagar-banashankari-bangalore-355083,150
Dawat Durbar,Chinese,4.1,kumaraswamy layout,2,https://www.swiggy.com/restaurants/dawat-durbar-hkp-road-shivajinagar-bangalore-553423,100
Durgashree New Samruddhi Grand,Chinese,4,banashankari,2,https://www.swiggy.com/restaurants/durgashree-new-samruddhi-grand-magadi-main-road-vijayanagar-bangalore-723245,125
Mallu family Restaurant,Chinese,3.5,shivajinagar,2,https://www.swiggy.com/restaurants/mallu-family-restaurant-chocolate-factory-road-btm-layout-bangalore-371178,100
Sweet Little Things by 1522,Bakery,4,vijayanagar,2,https://www.swiggy.com/restaurants/sweet-little-things-by-1522-east-park-road-malleshwaram-bangalore-729425,400
Mandya Gowdru,Snacks,4,btm layout,2,https://www.swiggy.com/restaurants/mandya-gowdru-2nd-phase-jp-nagar-bangalore-538695,125
Nammura Nati Style Family Restaurant,North Indian,4,malleswaram,2,https://www.swiggy.com/restaurants/nammura-nati-style-family-restaurant-geetha-colony-jayanagar-bangalore-739637,150
GRAINS IDLI HOUSE,Thalis,4,j.p nagar,2,https://www.swiggy.com/restaurants/grains-idli-house-government-school-koramangala-bangalore-731747,124.5
Saji's Restaurant,Turkish,3,j.p nagar,2,https://www.swiggy.com/restaurants/sajis-restaurant-hosur-road-bangalore-478977,100
Coffee tantra,Fast Food,4,koramangala,2,https://www.swiggy.com/restaurants/coffee-tantra-ksrtc-layout-jp-nagar-bangalore-718811,100
V S Naidu Hotel,South Indian,4,hosur road,2,https://www.swiggy.com/restaurants/v-s-naidu-hotel-rc-puram-malleshwaram-bangalore-548365,100
Swaad Kulfi & Ice-Creams,Desserts,4,j.p nagar,2,https://www.swiggy.com/restaurants/swaad-kulfi-and-ice-creams-ramaswamy-palya-kumaraswamy-layout-bangalore-493650,75
Madras Kulfi,Desserts,4.8,malleswaram,2,https://www.swiggy.com/restaurants/madras-kulfi-mallappa-reddy-layout-koramangala-bangalore-651684,100
Udupi Utsava,Chinese,4,kumaraswamy layout,2,https://www.swiggy.com/restaurants/udupi-utsava-subramanyapura-main-road-kumaraswamy-layout-and-uttarahalli-bangalore-744746,75
Remaz Cafe,South Indian,4,koramangala,2,https://www.swiggy.com/restaurants/remaz-cafe-outer-ring-rd-banashankari-bangalore-728727,150
Dyce,Italian,4,kumaraswamy layout & uttarahalli,2,https://www.swiggy.com/restaurants/dyce-4th-block-jayanagar-bangalore-610237,250
